Building Name,Floor Name,Space Name,Space Capacity,Local Date,Local Time,Booking Status,People Presence,Peak People Count,UTC Timestamp,Time Zone,Hierarchy Path,Workspace Type,temperature,humidity,co2,Building Count,occupied,meeting_event_id,meeting_event_flag
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,21:30:00,False,False,0,1746160200000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.4,50.0,458.0,11.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,21:45:00,False,False,0,1746161100000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.39,50.0,461.0,6.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,22:00:00,False,False,0,1746162000000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.35,50.0,463.0,3.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,22:15:00,False,False,0,1746162900000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.39,50.0,461.0,1.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,22:30:00,False,False,0,1746163800000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.39,50.0,456.0,1.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,22:45:00,False,False,0,1746164700000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.31,50.0,459.0,6.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,23:00:00,False,False,0,1746165600000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.35,50.0,454.0,6.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,23:15:00,False,False,0,1746166500000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.33,50.0,454.0,4.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,23:30:00,False,False,0,1746167400000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.3,50.0,458.0,3.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-01,23:45:00,False,False,0,1746168300000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.3,50.0,457.0,1.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-02,00:00:00,False,False,0,1746169200000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.3,50.0,459.0,0.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-02,00:15:00,False,False,0,1746170100000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.31,50.0,455.0,0.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-02,00:30:00,False,False,0,1746171000000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.31,50.0,455.0,0.0,False,0,0
Cisco San Francisco SFO12,3rd Floor,bullitt,6,2025-05-02,00:45:00,False,False,0,1746171900000,America/Los_Angeles,Meraki_DNAS/Cisco Meraki/Cisco San Francisco SFO12/3rd Floor,SMART-ROOM,71.3,50.0,456.0,0.0,False,0,0
